Ad_Reference_ID,ad_category,ad_device,ad_location,ad_type,cost_per_click,ad_video_length,total_clicks,total_impressions,ctr,avg_watch_duration,total_ad_spend,total_revenue,roas,total_conversions,conversion_rate,overall_conversion_rate,avg_user_age,unique_users,avg_watch_ratio,avg_ded_score,category_age_affinity,platforms_used,devices_used,platform_avg_roas,platform_total_spend,platform_total_revenue,active_time_slots,best_day,avg_hour,ingestion_date,ingestion_timestamp,engagement_efficiency,profit_margin,cost_per_conversion,high_performance,cost_efficiency_score,engagement_score,audience_alignment_score,ad_age_days,ad_lifecycle_stage,location_type,season,processing_date,export_timestamp,export_version,environment
AD_0195,Health,All-Devices,Delhi,Text,0.21,0.0,35,1066,0.0334,0.0,7.35,70.01,9.53,1,0.0397,0.0397,22.0,1066,0.0,0.08,0.0321,instagram,All-Devices,9.25,7.35,70.01,Morning,6,13.8,2026-07-15,2026-07-15,0.8,0.895,7.35,1,0.1361,0.167,0.0321,86,New,Semi-Urban,Spring,2026-07-15,2026-08-03T15:45:00,v2.0,Demo
AD_0196,Fashion,All-Devices,Tamil Nadu,Carousel,0.61,0.0,12,360,0.034,0.0,7.32,75.42,10.3,1,0.0164,0.0164,30.0,360,0.0,0.07,0.0579,instagram,All-Devices,10.06,7.32,75.42,Evening,7,14.3,2026-07-16,2026-07-16,0.28,0.9029,7.32,1,0.1366,0.17,0.0579,45,Mature,Rural,Spring,2026-07-16,2026-08-03T15:45:00,v2.0,Demo
AD_0197,Food,Mobile,Uttar Pradesh,Carousel,1.0,0.0,2,257,0.0105,0.0,2.0,0.0,0.0,0,0.0379,0.0379,31.0,257,0.0,0.14,0.0534,google,Mobile,0.0,2.0,0.0,Evening,6,20.7,2026-07-17,2026-07-17,0.05,-1.0,0.0,0,0.0,0.053,0.0534,77,Declining,Urban,Spring,2026-07-17,2026-08-03T15:45:00,v2.0,Demo
AD_0198,Health,Desktop,Maharashtra,Video,0.24,7.7,3,667,0.0057,6.0,0.72,45.22,62.81,1,0.037,0.037,50.0,667,0.78,0.12,0.0733,instagram,Desktop,65.67,0.72,45.22,Morning,1,20.5,2026-07-18,2026-07-18,1.75,0.9841,0.72,0,1.3889,0.419,0.0733,9,Mature,Semi-Urban,Fall,2026-07-18,2026-08-03T15:45:00,v2.0,Demo
AD_0199,Travel,Tablet,Tamil Nadu,Text,0.16,0.0,13,495,0.0266,0.0,2.08,61.66,29.64,1,0.0054,0.0054,52.0,495,0.0,0.13,0.0161,other,Tablet,29.35,2.08,61.66,Afternoon,5,10.0,2026-07-19,2026-07-19,0.83,0.9663,2.08,1,0.4808,0.133,0.0161,24,Mature,Semi-Urban,Summer,2026-07-19,2026-08-03T15:45:00,v2.0,Demo
AD_0200,Electronics,Tablet,Karnataka,Image,1.42,0.0,12,719,0.0175,0.0,17.04,98.55,5.78,1,0.0208,0.0208,34.0,719,0.0,0.15,0.0274,google,Tablet,6.19,17.04,98.55,Evening,3,18.4,2026-07-20,2026-07-20,0.06,0.8271,17.04,0,0.0587,0.088,0.0274,15,Growing,Semi-Urban,Summer,2026-07-20,2026-08-03T15:45:00,v2.0,Demo
AD_0201,Food,All-Devices,Tamil Nadu,Video,1.26,33.9,5,682,0.0077,7.8,6.3,0.0,0.0,0,0.0392,0.0392,36.0,682,0.23,0.09,0.0293,facebook,All-Devices,0.0,6.3,0.0,Morning,3,9.8,2026-07-21,2026-07-21,0.12,-1.0,0.0,0,0.0,0.154,0.0293,36,Growing,Rural,Summer,2026-07-21,2026-08-03T15:45:00,v2.0,Demo
AD_0202,Electronics,All-Devices,Uttar Pradesh,Text,1.24,0.0,2,104,0.0255,0.0,2.48,87.41,35.25,1,0.0086,0.0086,20.0,104,0.0,0.19,0.0764,google,All-Devices,34.09,2.48,87.41,Afternoon,6,10.0,2026-07-22,2026-07-22,0.1,0.9716,2.48,1,0.4032,0.128,0.0764,13,Mature,Urban,Fall,2026-07-22,2026-08-03T15:45:00,v2.0,Demo
AD_0203,Travel,Mobile,Maharashtra,Video,1.34,33.6,20,961,0.0214,9.4,26.8,0.0,0.0,0,0.0242,0.0242,30.0,961,0.28,0.12,0.027,instagram,Mobile,0.0,26.8,0.0,Evening,4,16.5,2026-07-23,2026-07-23,0.18,-1.0,0.0,0,0.0,0.247,0.027,91,Growing,Rural,Winter,2026-07-23,2026-08-03T15:45:00,v2.0,Demo
AD_0204,Electronics,Tablet,Maharashtra,Image,1.1,0.0,37,1085,0.0344,0.0,40.7,99.12,2.44,1,0.0393,0.0393,37.0,1085,0.0,0.07,0.0616,facebook,Tablet,2.24,40.7,99.12,Evening,2,12.7,2026-07-24,2026-07-24,0.16,0.5894,40.7,1,0.0246,0.172,0.0616,44,New,Semi-Urban,Summer,2026-07-24,2026-08-03T15:45:00,v2.0,Demo
AD_0205,Fashion,All-Devices,Uttar Pradesh,Image,0.29,0.0,8,706,0.0118,0.0,2.32,69.09,29.78,1,0.0244,0.0244,23.0,706,0.0,0.16,0.0294,google,All-Devices,28.0,2.32,69.09,Evening,1,20.0,2026-07-25,2026-07-25,0.2,0.9664,2.32,0,0.431,0.059,0.0294,101,Mature,Semi-Urban,Summer,2026-07-25,2026-08-03T15:45:00,v2.0,Demo
AD_0206,Food,Desktop,Uttar Pradesh,Text,0.69,0.0,25,1473,0.0171,0.0,17.25,0.0,0.0,0,0.0116,0.0116,37.0,1473,0.0,0.15,0.0875,other,Desktop,0.0,17.25,0.0,Afternoon,4,8.2,2026-07-26,2026-07-26,0.12,-1.0,0.0,0,0.0,0.086,0.0875,71,Declining,Semi-Urban,Winter,2026-07-26,2026-08-03T15:45:00,v2.0,Demo
AD_0207,Food,Desktop,Karnataka,Image,1.13,0.0,21,1029,0.0213,0.0,23.73,85.69,3.61,1,0.0254,0.0254,54.0,1029,0.0,0.1,0.0948,other,Desktop,3.4,23.73,85.69,Evening,4,14.2,2026-07-27,2026-07-27,0.09,0.7231,23.73,1,0.0421,0.106,0.0948,72,Declining,Semi-Urban,Fall,2026-07-27,2026-08-03T15:45:00,v2.0,Demo
AD_0208,Travel,All-Devices,Maharashtra,Video,0.53,20.5,16,564,0.0288,9.0,8.48,89.88,10.6,1,0.0122,0.0122,42.0,564,0.44,0.14,0.0567,google,All-Devices,11.4,8.48,89.88,Afternoon,6,19.9,2026-07-28,2026-07-28,0.69,0.9057,8.48,1,0.1179,0.364,0.0567,101,New,Rural,Winter,2026-07-28,2026-08-03T15:45:00,v2.0,Demo
AD_0209,Fashion,All-Devices,Tamil Nadu,Image,1.08,0.0,6,286,0.0215,0.0,6.48,0.0,0.0,0,0.0232,0.0232,21.0,286,0.0,0.08,0.0417,other,All-Devices,0.0,6.48,0.0,Night,1,19.7,2026-07-29,2026-07-29,0.1,-1.0,0.0,0,0.0,0.107,0.0417,105,Declining,Urban,Winter,2026-07-29,2026-08-03T15:45:00,v2.0,Demo
AD_0210,Health,Tablet,Delhi,Video,0.18,17.4,31,1352,0.0234,4.4,5.58,0.0,0.0,0,0.0076,0.0076,26.0,1352,0.25,0.12,0.0311,other,Tablet,0.0,5.58,0.0,Evening,3,9.2,2026-07-30,2026-07-30,1.34,-1.0,0.0,0,0.0,0.242,0.0311,78,Declining,Urban,Winter,2026-07-30,2026-08-03T15:45:00,v2.0,Demo
AD_0211,Electronics,Tablet,Delhi,Video,0.56,16.7,4,397,0.0118,11.0,2.24,0.0,0.0,0,0.0262,0.0262,38.0,397,0.66,0.18,0.0145,other,Tablet,0.0,2.24,0.0,Night,2,12.1,2026-07-31,2026-07-31,0.69,-1.0,0.0,0,0.0,0.389,0.0145,76,Mature,Semi-Urban,Winter,2026-07-31,2026-08-03T15:45:00,v2.0,Demo
AD_0212,Gaming,Mobile,Uttar Pradesh,Image,0.89,0.0,20,676,0.0304,0.0,17.8,68.67,3.86,1,0.0231,0.0231,33.0,676,0.0,0.07,0.0342,facebook,Mobile,4.01,17.8,68.67,Morning,3,15.7,2026-08-01,2026-08-01,0.17,0.7408,17.8,1,0.0562,0.152,0.0342,36,New,Urban,Fall,2026-08-01,2026-08-03T15:45:00,v2.0,Demo
AD_0213,Electronics,Tablet,Karnataka,Text,1.0,0.0,21,1177,0.0179,0.0,21.0,0.0,0.0,0,0.0309,0.0309,33.0,1177,0.0,0.11,0.0689,other,Tablet,0.0,21.0,0.0,Evening,4,9.2,2026-08-02,2026-08-02,0.09,-1.0,0.0,0,0.0,0.09,0.0689,116,Mature,Semi-Urban,Fall,2026-08-02,2026-08-03T15:45:00,v2.0,Demo
AD_0214,Electronics,Desktop,Delhi,Carousel,0.93,0.0,6,679,0.0092,0.0,5.58,0.0,0.0,0,0.0271,0.0271,40.0,679,0.0,0.17,0.058,other,Desktop,0.0,5.58,0.0,Morning,2,20.6,2026-08-03,2026-08-03,0.05,-1.0,0.0,0,0.0,0.046,0.058,61,New,Semi-Urban,Winter,2026-08-03,2026-08-03T15:45:00,v2.0,Demo
AD_0215,Health,Desktop,Maharashtra,Image,1.09,0.0,32,1321,0.0249,0.0,34.88,38.96,1.12,1,0.0242,0.0242,43.0,1321,0.0,0.2,0.095,other,Desktop,1.14,34.88,38.96,Morning,5,19.8,2026-08-04,2026-08-04,0.11,0.1047,34.88,0,0.0287,0.124,0.095,104,Mature,Urban,Spring,2026-08-04,2026-08-03T15:45:00,v2.0,Demo
AD_0216,Electronics,All-Devices,Uttar Pradesh,Video,0.16,31.5,4,413,0.0115,15.8,0.64,84.29,131.7,1,0.0291,0.0291,51.0,413,0.5,0.12,0.0457,facebook,All-Devices,130.11,0.64,84.29,Morning,4,9.3,2026-08-05,2026-08-05,1.92,0.9924,0.64,0,1.5625,0.308,0.0457,81,Mature,Semi-Urban,Spring,2026-08-05,2026-08-03T15:45:00,v2.0,Demo
AD_0217,Fashion,Tablet,Tamil Nadu,Video,0.29,37.3,2,370,0.0079,28.0,0.58,77.12,132.97,1,0.01,0.01,32.0,370,0.75,0.13,0.0724,google,Tablet,121.46,0.58,77.12,Night,3,8.7,2026-08-06,2026-08-06,1.43,0.9925,0.58,0,1.7241,0.414,0.0724,40,Growing,Urban,Spring,2026-08-06,2026-08-03T15:45:00,v2.0,Demo
AD_0218,Fashion,Mobile,Uttar Pradesh,Image,1.32,0.0,10,335,0.0309,0.0,13.2,52.82,4.0,1,0.0258,0.0258,52.0,335,0.0,0.14,0.054,instagram,Mobile,3.97,13.2,52.82,Afternoon,3,8.2,2026-08-07,2026-08-07,0.12,0.7501,13.2,1,0.0758,0.154,0.054,117,Declining,Semi-Urban,Spring,2026-08-07,2026-08-03T15:45:00,v2.0,Demo
AD_0219,Food,Desktop,Tamil Nadu,Text,1.07,0.0,3,198,0.0188,0.0,3.21,0.0,0.0,0,0.011,0.011,32.0,198,0.0,0.19,0.0561,other,Desktop,0.0,3.21,0.0,Night,6,19.7,2026-08-08,2026-08-08,0.09,-1.0,0.0,0,0.0,0.094,0.0561,93,New,Urban,Summer,2026-08-08,2026-08-03T15:45:00,v2.0,Demo
AD_0220,Travel,Desktop,Uttar Pradesh,Text,0.3,0.0,31,1157,0.0275,0.0,9.3,74.3,7.99,1,0.0374,0.0374,20.0,1157,0.0,0.18,0.0341,google,Desktop,8.17,9.3,74.3,Night,3,9.7,2026-08-09,2026-08-09,0.46,0.8748,9.3,1,0.1075,0.138,0.0341,27,Declining,Semi-Urban,Fall,2026-08-09,2026-08-03T15:45:00,v2.0,Demo
AD_0221,Gaming,Mobile,Uttar Pradesh,Video,1.29,34.4,6,455,0.0137,6.9,7.74,0.0,0.0,0,0.0074,0.0074,41.0,455,0.2,0.08,0.0509,other,Mobile,0.0,7.74,0.0,Morning,1,12.8,2026-08-10,2026-08-10,0.13,-1.0,0.0,0,0.0,0.168,0.0509,1,Growing,Urban,Fall,2026-08-10,2026-08-03T15:45:00,v2.0,Demo
AD_0222,Electronics,Mobile,Uttar Pradesh,Video,0.48,13.3,29,1027,0.0286,10.4,13.92,88.69,6.37,1,0.0201,0.0201,43.0,1027,0.78,0.12,0.0524,facebook,Mobile,6.36,13.92,88.69,Evening,4,13.3,2026-08-11,2026-08-11,1.11,0.843,13.92,1,0.0718,0.533,0.0524,116,New,Semi-Urban,Winter,2026-08-11,2026-08-03T15:45:00,v2.0,Demo
AD_0223,Electronics,Desktop,Tamil Nadu,Text,0.8,0.0,4,505,0.0084,0.0,3.2,0.0,0.0,0,0.0294,0.0294,57.0,505,0.0,0.12,0.0736,google,Desktop,0.0,3.2,0.0,Afternoon,7,15.4,2026-08-12,2026-08-12,0.05,-1.0,0.0,0,0.0,0.042,0.0736,34,Growing,Semi-Urban,Summer,2026-08-12,2026-08-03T15:45:00,v2.0,Demo
AD_0224,Health,Desktop,Tamil Nadu,Carousel,0.35,0.0,13,849,0.0157,0.0,4.55,101.23,22.25,1,0.021,0.021,48.0,849,0.0,0.17,0.0947,facebook,Desktop,20.09,4.55,101.23,Morning,7,8.0,2026-08-13,2026-08-13,0.22,0.9551,4.55,0,0.2198,0.078,0.0947,68,Declining,Semi-Urban,Winter,2026-08-13,2026-08-03T15:45:00,v2.0,Demo
AD_0225,Travel,Mobile,Uttar Pradesh,Image,1.11,0.0,42,1234,0.0343,0.0,46.62,84.22,1.81,1,0.0082,0.0082,57.0,1234,0.0,0.14,0.0396,other,Mobile,1.74,46.62,84.22,Afternoon,2,10.2,2026-08-14,2026-08-14,0.15,0.4464,46.62,0,0.0215,0.172,0.0396,88,Mature,Urban,Winter,2026-08-14,2026-08-03T15:45:00,v2.0,Demo
AD_0226,Fashion,Desktop,Delhi,Video,1.05,7.3,30,1062,0.0288,5.4,31.5,76.05,2.41,1,0.0244,0.0244,56.0,1062,0.74,0.15,0.0138,other,Desktop,2.51,31.5,76.05,Night,3,20.0,2026-08-15,2026-08-15,0.49,0.5858,31.5,1,0.0317,0.514,0.0138,21,Growing,Rural,Fall,2026-08-15,2026-08-03T15:45:00,v2.0,Demo
AD_0227,Gaming,All-Devices,Karnataka,Video,0.44,10.5,16,833,0.0199,7.9,7.04,35.49,5.04,1,0.0275,0.0275,43.0,833,0.75,0.2,0.0547,facebook,All-Devices,5.33,7.04,35.49,Afternoon,6,19.7,2026-08-16,2026-08-16,1.08,0.8016,7.04,0,0.142,0.475,0.0547,33,Growing,Semi-Urban,Summer,2026-08-16,2026-08-03T15:45:00,v2.0,Demo
AD_0228,Food,All-Devices,Karnataka,Text,1.32,0.0,7,509,0.0152,0.0,9.24,0.0,0.0,0,0.0296,0.0296,40.0,509,0.0,0.06,0.059,instagram,All-Devices,0.0,9.24,0.0,Afternoon,6,17.9,2026-08-17,2026-08-17,0.06,-1.0,0.0,0,0.0,0.076,0.059,7,Mature,Semi-Urban,Spring,2026-08-17,2026-08-03T15:45:00,v2.0,Demo
AD_0229,Fashion,Mobile,Karnataka,Image,0.69,0.0,24,787,0.0312,0.0,16.56,0.0,0.0,0,0.0181,0.0181,41.0,787,0.0,0.08,0.0252,facebook,Mobile,0.0,16.56,0.0,Evening,3,7.3,2026-08-18,2026-08-18,0.23,-1.0,0.0,0,0.0,0.156,0.0252,65,Declining,Urban,Fall,2026-08-18,2026-08-03T15:45:00,v2.0,Demo
AD_0230,Travel,Tablet,Tamil Nadu,Text,0.54,0.0,11,558,0.0213,0.0,5.94,0.0,0.0,0,0.0247,0.0247,59.0,558,0.0,0.11,0.0784,other,Tablet,0.0,5.94,0.0,Morning,1,11.6,2026-08-19,2026-08-19,0.2,-1.0,0.0,0,0.0,0.106,0.0784,105,Growing,Semi-Urban,Summer,2026-08-19,2026-08-03T15:45:00,v2.0,Demo
AD_0231,Food,Mobile,Tamil Nadu,Image,0.36,0.0,14,530,0.0278,0.0,5.04,42.16,8.37,1,0.0208,0.0208,50.0,530,0.0,0.1,0.0986,facebook,Mobile,8.22,5.04,42.16,Afternoon,6,15.8,2026-08-20,2026-08-20,0.39,0.8805,5.04,1,0.1984,0.139,0.0986,3,Declining,Semi-Urban,Summer,2026-08-20,2026-08-03T15:45:00,v2.0,Demo
AD_0232,Health,Mobile,Delhi,Image,0.51,0.0,4,163,0.0276,0.0,2.04,43.66,21.4,1,0.0285,0.0285,22.0,163,0.0,0.05,0.0951,instagram,Mobile,20.25,2.04,43.66,Afternoon,7,10.9,2026-08-21,2026-08-21,0.27,0.9533,2.04,1,0.4902,0.138,0.0951,108,Mature,Semi-Urban,Fall,2026-08-21,2026-08-03T15:45:00,v2.0,Demo
AD_0233,Health,Tablet,Karnataka,Image,0.18,0.0,4,798,0.0055,0.0,0.72,110.06,152.86,1,0.0254,0.0254,51.0,798,0.0,0.06,0.0277,facebook,Tablet,141.74,0.72,110.06,Night,2,19.7,2026-08-22,2026-08-22,0.15,0.9935,0.72,0,1.3889,0.027,0.0277,51,New,Semi-Urban,Fall,2026-08-22,2026-08-03T15:45:00,v2.0,Demo
AD_0234,Electronics,Tablet,Karnataka,Video,0.94,41.5,3,410,0.0088,15.8,2.82,0.0,0.0,0,0.0234,0.0234,25.0,410,0.38,0.15,0.0888,instagram,Tablet,0.0,2.82,0.0,Night,4,15.9,2026-08-23,2026-08-23,0.25,-1.0,0.0,0,0.0,0.234,0.0888,79,Growing,Rural,Winter,2026-08-23,2026-08-03T15:45:00,v2.0,Demo
AD_0235,Travel,Tablet,Uttar Pradesh,Carousel,1.29,0.0,9,390,0.0248,0.0,11.61,0.0,0.0,0,0.0137,0.0137,37.0,390,0.0,0.18,0.0734,instagram,Tablet,0.0,11.61,0.0,Afternoon,5,8.0,2026-08-24,2026-08-24,0.1,-1.0,0.0,0,0.0,0.124,0.0734,95,Declining,Rural,Winter,2026-08-24,2026-08-03T15:45:00,v2.0,Demo
AD_0236,Gaming,All-Devices,Tamil Nadu,Text,0.89,0.0,8,819,0.0098,0.0,7.12,0.0,0.0,0,0.0051,0.0051,27.0,819,0.0,0.13,0.0508,facebook,All-Devices,0.0,7.12,0.0,Morning,1,19.7,2026-08-25,2026-08-25,0.06,-1.0,0.0,0,0.0,0.049,0.0508,54,Mature,Semi-Urban,Winter,2026-08-25,2026-08-03T15:45:00,v2.0,Demo
AD_0237,Food,Desktop,Karnataka,Carousel,0.45,0.0,10,810,0.0127,0.0,4.5,30.12,6.69,1,0.0111,0.0111,47.0,810,0.0,0.13,0.0587,facebook,Desktop,6.03,4.5,30.12,Afternoon,6,20.4,2026-08-26,2026-08-26,0.14,0.8506,4.5,0,0.2222,0.064,0.0587,80,Mature,Semi-Urban,Spring,2026-08-26,2026-08-03T15:45:00,v2.0,Demo
AD_0238,Fashion,All-Devices,Delhi,Text,0.2,0.0,34,1018,0.0334,0.0,6.8,0.0,0.0,0,0.0091,0.0091,55.0,1018,0.0,0.09,0.0865,google,All-Devices,0.0,6.8,0.0,Afternoon,4,8.1,2026-08-27,2026-08-27,0.84,-1.0,0.0,0,0.0,0.167,0.0865,74,Growing,Semi-Urban,Fall,2026-08-27,2026-08-03T15:45:00,v2.0,Demo
AD_0239,Travel,Desktop,Delhi,Image,0.44,0.0,10,498,0.0218,0.0,4.4,0.0,0.0,0,0.0207,0.0207,30.0,498,0.0,0.17,0.0532,other,Desktop,0.0,4.4,0.0,Evening,5,14.5,2026-08-28,2026-08-28,0.25,-1.0,0.0,0,0.0,0.109,0.0532,118,New,Rural,Summer,2026-08-28,2026-08-03T15:45:00,v2.0,Demo
AD_0240,Travel,All-Devices,Karnataka,Video,0.71,37.2,24,884,0.0275,17.9,17.04,0.0,0.0,0,0.0264,0.0264,21.0,884,0.48,0.16,0.0436,instagram,All-Devices,0.0,17.04,0.0,Morning,3,11.2,2026-08-29,2026-08-29,0.53,-1.0,0.0,0,0.0,0.378,0.0436,93,Growing,Rural,Fall,2026-08-29,2026-08-03T15:45:00,v2.0,Demo
AD_0241,Health,Desktop,Tamil Nadu,Carousel,1.18,0.0,27,1253,0.0217,0.0,31.86,0.0,0.0,0,0.0125,0.0125,31.0,1253,0.0,0.14,0.0544,google,Desktop,0.0,31.86,0.0,Evening,3,12.5,2026-08-30,2026-08-30,0.09,-1.0,0.0,0,0.0,0.108,0.0544,59,Declining,Urban,Summer,2026-08-30,2026-08-03T15:45:00,v2.0,Demo
AD_0242,Electronics,All-Devices,Delhi,Video,0.4,20.4,31,1480,0.0216,13.9,12.4,114.88,9.26,1,0.0379,0.0379,46.0,1480,0.68,0.08,0.0621,facebook,All-Devices,8.97,12.4,114.88,Morning,2,9.5,2026-08-31,2026-08-31,1.12,0.8921,12.4,1,0.0806,0.448,0.0621,6,Mature,Urban,Spring,2026-08-31,2026-08-03T15:45:00,v2.0,Demo
AD_0243,Electronics,Tablet,Uttar Pradesh,Text,1.12,0.0,9,1269,0.0078,0.0,10.08,0.0,0.0,0,0.0052,0.0052,32.0,1269,0.0,0.06,0.027,other,Tablet,0.0,10.08,0.0,Morning,5,15.1,2026-09-01,2026-09-01,0.03,-1.0,0.0,0,0.0,0.039,0.027,29,New,Semi-Urban,Fall,2026-09-01,2026-08-03T15:45:00,v2.0,Demo
AD_0244,Food,Mobile,Delhi,Video,1.32,40.5,5,360,0.0153,30.0,6.6,89.5,13.56,1,0.032,0.032,30.0,360,0.74,0.06,0.0911,google,Mobile,12.23,6.6,89.5,Morning,3,20.4,2026-09-02,2026-09-02,0.34,0.9263,6.6,0,0.1515,0.446,0.0911,17,Declining,Semi-Urban,Summer,2026-09-02,2026-08-03T15:45:00,v2.0,Demo
AD_0245,Health,All-Devices,Maharashtra,Video,0.76,11.1,4,311,0.0135,2.6,3.04,0.0,0.0,0,0.0269,0.0269,26.0,311,0.23,0.14,0.0707,instagram,All-Devices,0.0,3.04,0.0,Evening,3,14.0,2026-09-03,2026-09-03,0.24,-1.0,0.0,0,0.0,0.182,0.0707,117,Growing,Rural,Summer,2026-09-03,2026-08-03T15:45:00,v2.0,Demo
AD_0246,Travel,Desktop,Maharashtra,Carousel,1.26,0.0,24,1492,0.0167,0.0,30.24,52.6,1.74,1,0.0181,0.0181,39.0,1492,0.0,0.17,0.067,google,Desktop,1.58,30.24,52.6,Evening,7,8.2,2026-09-04,2026-09-04,0.07,0.4251,30.24,0,0.0331,0.083,0.067,60,Mature,Semi-Urban,Winter,2026-09-04,2026-08-03T15:45:00,v2.0,Demo
AD_0247,Gaming,Tablet,Tamil Nadu,Image,0.9,0.0,13,455,0.029,0.0,11.7,0.0,0.0,0,0.0068,0.0068,30.0,455,0.0,0.18,0.019,instagram,Tablet,0.0,11.7,0.0,Evening,6,15.7,2026-09-05,2026-09-05,0.16,-1.0,0.0,0,0.0,0.145,0.019,22,Growing,Semi-Urban,Spring,2026-09-05,2026-08-03T15:45:00,v2.0,Demo
AD_0248,Health,All-Devices,Karnataka,Video,1.01,7.2,3,192,0.0162,3.0,3.03,0.0,0.0,0,0.027,0.027,49.0,192,0.41,0.12,0.0644,facebook,All-Devices,0.0,3.03,0.0,Night,2,11.8,2026-09-06,2026-09-06,0.28,-1.0,0.0,0,0.0,0.286,0.0644,24,New,Rural,Fall,2026-09-06,2026-08-03T15:45:00,v2.0,Demo
AD_0249,Food,All-Devices,Tamil Nadu,Image,0.86,0.0,7,391,0.0186,0.0,6.02,0.0,0.0,0,0.0185,0.0185,21.0,391,0.0,0.17,0.0209,other,All-Devices,0.0,6.02,0.0,Evening,4,19.0,2026-09-07,2026-09-07,0.11,-1.0,0.0,0,0.0,0.093,0.0209,81,New,Rural,Winter,2026-09-07,2026-08-03T15:45:00,v2.0,Demo
AD_0250,Food,Tablet,Tamil Nadu,Text,0.78,0.0,23,1389,0.0169,0.0,17.94,0.0,0.0,0,0.0378,0.0378,46.0,1389,0.0,0.19,0.0171,other,Tablet,0.0,17.94,0.0,Night,3,13.1,2026-09-08,2026-09-08,0.11,-1.0,0.0,0,0.0,0.084,0.0171,85,New,Rural,Spring,2026-09-08,2026-08-03T15:45:00,v2.0,Demo
AD_0251,Health,All-Devices,Tamil Nadu,Video,0.47,22.1,9,1174,0.0078,15.5,4.23,0.0,0.0,0,0.024,0.024,28.0,1174,0.7,0.09,0.0575,other,All-Devices,0.0,4.23,0.0,Night,7,9.7,2026-09-09,2026-09-09,0.83,-1.0,0.0,0,0.0,0.389,0.0575,51,New,Rural,Winter,2026-09-09,2026-08-03T15:45:00,v2.0,Demo
AD_0252,Food,Mobile,Tamil Nadu,Carousel,0.56,0.0,5,293,0.0182,0.0,2.8,0.0,0.0,0,0.0379,0.0379,39.0,293,0.0,0.11,0.0463,facebook,Mobile,0.0,2.8,0.0,Night,1,9.7,2026-09-10,2026-09-10,0.16,-1.0,0.0,0,0.0,0.091,0.0463,50,New,Urban,Fall,2026-09-10,2026-08-03T15:45:00,v2.0,Demo
AD_0253,Health,All-Devices,Uttar Pradesh,Text,0.54,0.0,5,539,0.0109,0.0,2.7,0.0,0.0,0,0.0127,0.0127,30.0,539,0.0,0.19,0.063,instagram,All-Devices,0.0,2.7,0.0,Afternoon,1,17.8,2026-09-11,2026-09-11,0.1,-1.0,0.0,0,0.0,0.054,0.063,11,Growing,Rural,Summer,2026-09-11,2026-08-03T15:45:00,v2.0,Demo
AD_0254,Fashion,Mobile,Uttar Pradesh,Text,0.91,0.0,1,61,0.0106,0.0,0.91,0.0,0.0,0,0.0304,0.0304,48.0,61,0.0,0.1,0.018,facebook,Mobile,0.0,0.91,0.0,Afternoon,4,10.7,2026-09-12,2026-09-12,0.06,-1.0,0.0,0,0.0,0.053,0.018,56,New,Rural,Fall,2026-09-12,2026-08-03T15:45:00,v2.0,Demo
AD_0255,Health,Mobile,Delhi,Carousel,0.31,0.0,10,1312,0.0078,0.0,3.1,0.0,0.0,0,0.0266,0.0266,58.0,1312,0.0,0.19,0.0488,other,Mobile,0.0,3.1,0.0,Afternoon,5,17.7,2026-09-13,2026-09-13,0.13,-1.0,0.0,0,0.0,0.039,0.0488,71,New,Semi-Urban,Spring,2026-09-13,2026-08-03T15:45:00,v2.0,Demo
AD_0256,Health,Tablet,Maharashtra,Video,1.39,13.3,9,610,0.0157,7.0,12.51,0.0,0.0,0,0.0309,0.0309,57.0,610,0.53,0.2,0.0257,facebook,Tablet,0.0,12.51,0.0,Night,2,9.9,2026-09-14,2026-09-14,0.25,-1.0,0.0,0,0.0,0.344,0.0257,42,Mature,Semi-Urban,Fall,2026-09-14,2026-08-03T15:45:00,v2.0,Demo
AD_0257,Food,All-Devices,Tamil Nadu,Video,1.12,17.5,2,91,0.0277,14.2,2.24,0.0,0.0,0,0.0125,0.0125,43.0,91,0.81,0.15,0.0988,facebook,All-Devices,0.0,2.24,0.0,Night,7,11.5,2026-09-15,2026-09-15,0.49,-1.0,0.0,0,0.0,0.544,0.0988,39,New,Semi-Urban,Spring,2026-09-15,2026-08-03T15:45:00,v2.0,Demo
AD_0258,Food,Tablet,Delhi,Text,0.69,0.0,9,727,0.0133,0.0,6.21,0.0,0.0,0,0.0283,0.0283,37.0,727,0.0,0.17,0.0605,facebook,Tablet,0.0,6.21,0.0,Morning,6,13.5,2026-09-16,2026-09-16,0.1,-1.0,0.0,0,0.0,0.066,0.0605,69,Mature,Urban,Winter,2026-09-16,2026-08-03T15:45:00,v2.0,Demo
AD_0259,Electronics,All-Devices,Maharashtra,Video,0.36,20.9,9,643,0.0144,4.6,3.24,0.0,0.0,0,0.0224,0.0224,52.0,643,0.22,0.16,0.0719,instagram,All-Devices,0.0,3.24,0.0,Night,7,20.2,2026-09-17,2026-09-17,0.51,-1.0,0.0,0,0.0,0.182,0.0719,108,Mature,Rural,Spring,2026-09-17,2026-08-03T15:45:00,v2.0,Demo
